EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660178704,SOCIEDAD ESPANOLA DE AUXILIO MUTUO Y BENEFICENCIA DE PUERTO RICO,% MARIA DE L MARTI,PO BOX 191227,SAN JUAN,PR,00919-1227,0000,03,1,1000,198106,1,12,150000000,1,01,202409,9,9,01,0,09,294358007,123531241,112831708,E220,
660182607,PUERTO RICO MANUFACTURERS ASSOCIATION,,PO BOX 195477,SAN JUAN,PR,00919-5477,0000,06,3,2000,202503,2,00,200000000,1,01,202506,6,6,01,0,06,3766776,4022659,4022659,S41,
660183310,HOSPITAL DAMAS INC,,2213 PONCE BY PASS,PONCE,PR,00717-0000,0928,03,9,1000,199701,0,10,000000000,1,01,202412,8,9,06,0,12,48038291,77074774,74012035,,
660189899,CENTRO UNIDO DE DETALLISTAS,% LOURDES M APONTE RODRIGUEZ,PO BOX 190127,SAN JUAN,PR,00919-0127,0000,06,3,3000,201708,2,00,000000000,1,01,202412,7,6,01,0,12,5386408,2414220,2414220,S40,
660190492,CAMARA DE COMERCIO DE PONCE Y SUR DE PUERTO RICO,,PO BOX 7455,PONCE,PR,00732-7455,0000,06,3,3000,200709,2,00,000000000,1,01,202506,4,4,01,0,06,405822,487470,487470,S41,
660190784,THE YOUNG MENS CHRISTIAN ASSOCIATION OF SAN JUAN,,PO BOX 360590,SAN JUAN,PR,00936-0590,0000,03,3,2000,201809,1,15,324029349,1,01,202412,7,6,01,0,12,7997426,3892803,3838484,N30,
660191841,PUERTO RICO CANCER AND HEALTH FOUNDATION INC,% FERNANDO CRUZ-DOMINICCI,PO BOX 8219,PONCE,PR,00732-8219,0000,03,3,1000,200005,1,12,000000000,1,01,202306,6,3,01,0,06,4252025,73599,73599,E24,
660191857,COLEGIO PONCENO INC,,1900 CARR 14,COTO LAUREL,PR,00780-2147,0928,03,9,7100,194603,1,11,000000000,5,01,,7,6,13,0,12,,,,,
660191935,CASA DE NINOS MANUEL FERNANDEZ JUNCOS INC,,PO BOX 9020163,SAN JUAN,PR,00902-0163,0000,03,3,1000,199106,1,15,326000000,1,01,202406,6,6,01,0,06,1922007,1299221,1299221,,
660191965,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,% THE ORGANIZATION,2250 BLVD LUIS A FERRE SUITE 523,PONCE,PR,00717-0655,0928,03,9,1200,194603,1,11,000000000,5,01,202506,9,9,01,0,06,192785342,101357950,71352789,B430,
660192508,SEMINARIO EVANGEICO DE PR,,776 AVE PONCE DE LEON,SAN JUAN,PR,00925-2207,0000,03,3,7000,199110,1,11,000000000,1,01,,0,0,13,0,05,,,,,
660192808,PRIMERA IGLESIA BAUTISTA DE RIO PIE DRAS INC,,BRUMBAUGH 1058 RP-PO BOX 21342,SAN JUAN,PR,00926-0000,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,8111
660194027,ASOCIACION DE MAESTROS DE P R,,PO BOX 191088,SAN JUAN,PR,00919-1088,0000,05,3,3000,201909,2,00,000000000,1,01,202306,8,8,01,0,06,12382490,31588171,31588171,J40,ASOCIACION DE MAESTROS DE P R
660194690,COLEGIO DE ABOGADOS DE P R,% COLE,808 AVE PONCE DE LEON,SAN JUAN,PR,00907-3343,0000,06,3,2000,201902,2,00,000000000,1,01,202412,7,6,01,0,12,5728174,1674729,1518115,S41,
660196040,INSTITUTO PSICOPEDAGOGICO DE PUERTO RICO,% AIXA RIVERA ACCOUNTANT,PO BOX 363744,SAN JUAN,PR,00936-3744,0000,03,3,1000,200103,1,16,000000000,1,01,202506,6,7,01,0,06,3865991,6320646,6320646,F33,
660196638,LICEO PONCENO INC,% EDGARDO TORRES GONZALEZ,2825 AVE FD ROOSEVELT,PONCE,PR,00717-1225,0000,03,3,2000,202204,1,11,000000000,1,01,202506,6,6,01,0,06,4160583,1958552,1958552,B24,
660197812,COLEGIO DE INGENIEROS Y AGRIMENSORES DE PR,,PO BOX 363845,SAN JUAN,PR,00936-3845,0000,06,3,2000,194505,0,00,000000000,1,01,202508,8,7,01,0,08,46925176,6448936,6448936,,
660197834,IGLESIA EPISCOPAL PUERTORRIQUENA INC,,PO BOX 9262,SAN JUAN,PR,00908-0262,0000,03,3,7000,199902,1,10,000000000,1,01,,0,0,06,0,12,,,,,
660197896,COLEGIO SAN JOSE MARIANIST CORP,% BRO FRANCISCO T GONZALEZ,PO BOX 21300,SAN JUAN,PR,00928-1300,0000,03,3,2000,201008,1,11,000000000,1,01,202506,8,7,01,0,06,10631468,5803963,5803963,B25,
660199364,SAINT JOHNS SCHOOL,,1454 AVE ASHFORD 66,SAN JUAN,PR,00907-0000,0000,03,3,2000,196309,1,11,046030000,5,01,202506,8,8,01,0,06,31309563,15565044,15233635,B20Z,
660200470,CARIBE GIRL SCOUTS COUNCIL INC,,500 CALLE ELISA COLBERG,SAN JUAN,PR,00907-2607,0000,03,3,1200,199405,1,15,320000000,1,01,202306,6,6,01,0,06,3092419,1317364,706726,O420,
660201118,CRUZADA EVANGELICA MISIONERA,,PO BOX 362336,SAN JUAN,PR,00936-2336,0000,03,3,1700,202601,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660201206,SISTEMA UNIVERSITARIO ANA G MENDEZ INCORPORADO,% ANA G MENDEZ,PO BOX 21345,SAN JUAN,PR,00928-1345,0000,03,3,1200,198102,1,11,046030000,1,01,202507,9,9,01,0,07,356148375,224262577,199610800,B430,
660201809,BOY SCOUTS OF AMERICA,% MARIA MOLINELLI,405 AVE ESMERALDA PMB 66,GUAYNABO,PR,00969-4482,1761,03,9,1200,196511,1,15,059328908,5,01,202412,7,6,01,0,12,5966532,2194548,2107277,,661 PUERTO RICO COUNCIL
660202913,HOGAR DE NINAS DE CUPEY INC,% BPPR,PO BOX 261150,SAN JUAN,PR,00926-2636,0000,03,3,1000,200001,1,15,000000000,1,01,202506,6,6,01,0,06,2415595,1118451,1118451,P430,
660204435,COLEGIO PUERTORRIQUENO DE NINAS,,208 CALLE TURQUESA,GUAYNABO,PR,00968-3401,0000,03,3,1200,201906,1,11,000000000,1,01,202507,7,7,01,0,07,9417900,6603411,5687809,B20,URB GOLDEN GATE
660204707,SOCIEDAD PRO HOSPITAL DEL NINO,% BEIRA JARAMILLO,PO BOX 2124,SAN JUAN,PR,00922-2124,0000,03,3,1000,202411,1,15,150000000,1,01,202506,8,8,01,0,06,16845786,11044105,11044105,E91,
660204776,BELLA VISTA HOSPITAL INC,,PO BOX 1750,MAYAGUEZ,PR,00681-1750,0000,03,3,7000,199601,1,12,150000000,1,01,,0,0,13,0,12,,,,E20Z,
660204831,YMCA OF PONCE INC PONCE,% YMCA OF PONCE INC,7843 CALLE NAZARET,PONCE,PR,00717-1005,0000,03,3,1700,201806,1,15,324029349,1,01,202412,5,6,01,0,12,975771,1079254,1070423,,
660205534,CABO ROJO INC CLUB DE LEONES DE,,I7 CALLE JULIA DE BURGOS,CABO ROJO,PR,00623-3351,0000,03,3,1000,202211,1,16,911520000,1,01,,0,0,01,0,06,,,,,
660205634,LIGA PUERTORRIQUENA CONTRA EL CANCER,,PO BOX 191811,SAN JUAN,PR,00919-1811,0000,03,3,1000,200410,1,12,000000000,1,01,202506,8,8,01,0,06,43957860,25722294,25722294,E22,
660206444,COOPERATIVE DE AHORRO Y CREDITO DE LARE,% CARLOS DE JESUS,PO BOX 362,LARES,PR,00669-0362,0000,14,3,1000,199102,2,00,251000000,1,01,202512,9,8,01,0,12,238785373,17047150,17047150,,DE LARE
660207156,UNIVERSIDAD DEL SAGRADO CORAZON INC,,PO BOX 12383,SAN JUAN,PR,00914-8505,0000,03,3,2000,202110,1,11,046030000,1,01,202506,9,9,01,0,06,84400648,64506879,51477726,B42,
660207947,SOCIEDAD DE EDUCACION Y REHABILITACION SER DE P R,,PO BOX 364189,SAN JUAN,PR,00936-4189,0000,03,3,1200,200206,1,15,000000000,1,01,202508,7,7,01,0,08,8599975,8290617,8290617,E50,
660208675,COLEGIO HOGAR ANGELES CUSTODIOS INC,% SISTER MARTA ORTIZ,PO BOX 368100,SAN JUAN,PR,00936-9100,0000,03,3,2000,201505,1,11,000000000,1,01,202412,5,6,01,0,12,990046,1273430,1273430,B20,
660210561,COLEGIO DE LA INMACULADA CONCEPCION INC,,PO BOX 3400,MANATI,PR,00674-3400,0000,03,3,2000,202506,1,11,000000000,1,01,202512,6,6,01,0,12,1358743,2371273,2371273,B28,
660212966,COLEGIO SAN IGNACIO DE LOYOLA,,1940 CALLE SAUCO,SAN JUAN,PR,00927-6718,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,07,,,,,
660214426,COLEGIO SAGRADO CORAZON DE JESUS,,PO BOX 331510,PONCE,PR,00733-1510,0928,03,9,1700,194603,1,10,000000000,5,01,,6,6,06,0,12,,,,,
660214491,COOPERATIVA DE AHORRO Y CREDITO DE ISABELA,% PLAZA COOPERATIVA BUILDING,PO BOX 552,ISABELA,PR,00662-0552,0000,14,3,1000,198602,2,00,250000000,1,01,202512,9,8,01,0,12,380596773,21670005,21670005,,
660215050,INSTITUTO DEL HOGAR CELIA Y HARRIS BUNKER INC,,1215 CALLE 3,SAN JUAN,PR,00926-1833,0000,03,3,1000,199802,1,15,166000000,1,01,202506,3,4,01,0,06,85706,140408,140408,P40Z,
660215656,UNITE HERE,% JASON RIVERA,PO BOX 13037,SAN JUAN,PR,00908-3037,8177,05,9,3000,199802,2,00,263261000,1,01,202512,5,5,01,0,12,809566,739275,739275,,610 GWU LOCAL DE PUERTO RICO
660216949,COLEGIO DE LA INMACULADA CONCEPCION,% SOR GLENDA RIOS,1711 AVE PONCE DE LEON,SAN JUAN,PR,00909-1985,0000,03,3,2000,201611,1,11,000000000,1,01,202512,0,0,02,0,12,0,0,0,B20,
660217266,COLEGIO BAUTISTA DE CAGUAS PUERTO RICO INC,% MARIA ELENA MUNOZ,PO BOX 6565,CAGUAS,PR,00726-6565,0000,03,3,2000,202506,1,11,000000000,1,01,202507,6,6,01,0,07,3927728,2976344,2976344,B20,
660217275,SOCIEDAD PARA ASISTENCIA LEGAL DE PUERTO RICO INC,,PO BOX 21490,SAN JUAN,PR,00928-1490,0000,03,3,1000,198004,1,15,462526000,1,01,202506,8,8,01,0,06,24185791,22101648,22100003,I80,
660217489,COOPERATIVE AHORRO Y CREDITO DE AGUADILLA,% AVENIDA SAN CARLOS,PO BOX 541,AGUADILLA,PR,00605-0541,0000,14,3,1000,198712,2,00,250000000,1,01,202412,9,8,01,0,12,155090862,11178035,11178035,,
660219031,FUNDACION MODESTO GOTAY PRO PERSONAS CON DISCAPACIDAD INTELECT,,PO BOX 665,TRUJILLO ALTO,PR,00977-0665,0000,03,3,1000,199902,1,15,031000000,1,01,202506,6,4,01,0,06,2529019,473491,473491,,
660219584,COOPERATIVA DE AHORRO Y CREDITO CAMUY,% MICHELLE FRANQUI,PO BOX 540,CAMUY,PR,00627-0540,0000,14,3,1000,198607,2,00,250000000,1,01,202512,9,8,01,0,12,359446053,24457120,24457120,,
660219758,MENNONITE GENERAL HOSPITAL INC,% THE ORGANIZATION,PO BOX 1379,AIBONITO,PR,00705-1379,0000,03,3,1000,197711,1,12,150000000,1,01,202503,9,9,01,0,03,929845114,471920750,417752399,E220,
660219759,WESLEYAN ACADEMY,% JOHN ROMAN,PO BOX 1489,GUAYNABO,PR,00970-1489,2079,03,9,7200,197005,2,10,601030000,5,01,,0,0,06,0,12,,,,,
660220429,COOPERATIVA DE AHORRO Y CREDITO DE MANATI INC,,PO BOX 30562,MANATI,PR,00674-8516,0000,14,3,1000,198607,2,00,251000000,1,01,202412,9,8,01,0,12,312426829,23873690,23873690,,
660223136,UNION CHURCH OF SAN JUAN,% BENJAMIN RUNYON,2310 CALLE LAUREL,SAN JUAN,PR,00913-4637,0000,03,3,7000,197008,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660224450,COOPERATIVA DE AHORRO Y CREDITO SAN RAFAEL DE QUE,% SARA JIMENEZ,PO BOX 1531,QUEBRADILLAS,PR,00678-1531,0000,14,3,1000,198408,2,00,251000000,1,01,202512,9,8,01,0,12,232508588,17197361,17197361,,
660225596,UNION DE CARPINTEROS DE PUERTO RICO,% UNION DE CARPINTEROS,PO BOX 364506,SAN JUAN,PR,00936-4506,0000,05,3,3000,202302,2,00,000000000,5,01,202512,6,4,01,0,12,2117157,380579,380579,Y24,
660225823,CENTRO GERIATRICO SAN RAFAEL,% ASILO DE ANCIANOS,449 CALLE CERVANTES,ARECIBO,PR,00612-0000,0928,03,9,1200,194603,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660226500,CARIBEAN SYNOD OF THE EVANGELICAL LUTHERAN CHURCH IN AMERICA,% MARIA M PREISACH PEREZ,359 PMB 425 CARR 693,DORADO,PR,00646-0000,9386,03,9,7000,198704,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660226996,IGLESIAS BAUTISTAS DE PUERTO RICO,,PO BOX 6017 PMB 199,CAROLINA,PR,00984-6017,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,2493
660227304,HOSPITAL DE LA CONCEPCION INC,,PO BOX 285,SAN GERMAN,PR,00683-0285,0928,03,9,7000,194603,1,12,031150120,5,01,202412,9,9,01,0,12,120375264,116990590,111659468,,
660227873,COOPERATIVA DE AHORRO Y CREDITO DR M ZENO GANDIA,% COOPERATIVA DE AHORRA Y CREDITO M,PO BOX 1865,ARECIBO,PR,00613-1865,0000,14,3,1000,198507,2,00,000000000,5,01,202512,9,8,01,0,12,285772439,15944411,15944411,,
660227917,MONJAS DELA ORDEN DELA BIENAVENTURA DA VIRGEN MARIA DL MTE CARMELO INC,% MONASTERIO CARMELITA SAN JOSE INC,RR 2 BOX 135,SAN JUAN,PR,00926-9707,0000,03,3,7000,202409,1,10,000000000,1,01,,0,0,06,0,12,,,,X22,
660229702,ASOCIACION HOSPITAL DEL MAESTRO INC,,PO BOX 364708,SAN JUAN,PR,00936-4708,0000,03,3,1000,202111,1,12,000000000,1,01,202506,6,8,01,0,06,2234837,11004587,11004587,E20,
660232211,ASOCIACION UNITY DE CHRISTIANISMO PRACTICO DE PR INC,% ESTER OQUENDO DEMANTILLA,1555 CALLE VICTORIA PDA 23,SAN JUAN,PR,00912-0000,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,01,0,12,,,,,PR INC
660233596,ALLIANCE FRANCAISE DE PUERTO RICO,,206 CALLE ROSARIO,SAN JUAN,PR,00911-1930,0000,03,3,2000,201808,1,16,000000000,1,01,202412,5,5,01,0,12,899475,871127,871127,A20,
660234412,CARLOS ALBIZU UNIVERSITY INC,% NELSON E SOTO,PO BOX 9023711,SAN JUAN,PR,00902-3711,0000,03,3,1000,197401,1,15,000000000,1,01,202506,9,8,01,0,06,60462468,45815338,42068545,B12,FERRE MAURICIO
660234751,IGLESIA WESLEYANA DE CAPARRA,% CARLOS COLON ALVARADO,PO BOX 10483,SAN JUAN,PR,00922-0483,2079,03,9,7200,197005,1,10,601030000,5,01,,0,0,06,0,06,,,,,
660234885,CARIBBEAN SCHOOL INC,% GUSTAVO MUNOZ ALVARADO,1689 CALLE NAVARRA,PONCE,PR,00730-4043,0000,03,3,2000,196903,1,11,046030000,1,01,202506,6,6,01,0,06,4245432,4647613,4647613,,
660235625,LUIS A FERRE FOUNDATION INC,,2325 BLVD LUIS A FERRE,PONCE,PR,00717-0776,0000,03,3,1000,196609,1,15,602921040,1,01,202506,9,8,01,0,06,52707348,16229265,16200639,A510,
660237982,COOPERATIVA DE AHORRO Y CREDITO HATILLO,% AVE PABLO J AGULILAR EDIFICIO,PO BOX 95,HATILLO,PR,00659-0095,0000,14,3,1000,198702,2,00,250000000,1,01,202506,9,7,01,0,06,152488122,9409619,9409619,,COOPERATIVA DE AC DE HATILLO
660238586,JEWISH COMMUNITY CENTER OF PUERTO RICO,% PUERT,903 AVE PONCE DE LEON,SAN JUAN,PR,00907-3329,0000,03,3,7000,199401,1,10,001000000,1,01,,0,0,06,0,06,,,,,
660238635,PUERTO RICO CONVENTION BUREAU INC,,PO BOX 270076,SAN JUAN,PR,00928-2876,0000,06,3,1000,199801,2,00,200000000,1,01,,7,7,00,0,06,,,,,
660240779,COLEGIO DE CIRUJANOS DENTISTAS DE PUERTO RICO,,200 CALLE MANUEL DOMENECH,SAN JUAN,PR,00918-3537,0000,03,3,2000,201609,1,16,000000000,1,01,202502,6,6,01,0,02,2144328,1263383,1263383,G02,
660241624,IGLESIA EVANGELICA LUTERANA SANTISIMA TRINIDAD,% LOMAS VERDES,PO BOX 548,BAYAMON,PR,00960-0548,9386,03,9,7000,198704,1,10,001000000,1,01,,0,0,06,0,01,,,,,
660243651,FAJARDO ACADEMY FEDERICO GARCIA 55 ESQ DEL CARMEN,,PO BOX 1146,FAJARDO,PR,00738-1146,0000,03,3,2000,202109,1,11,000000000,1,01,202506,5,5,01,0,12,889992,780920,780920,B20,
660244040,CORPORACION EDUCATIVA RAMON BARQUIN,% OFFICERS OF THE CORPORATION,PO BOX 7884,GUAYNABO,PR,00970-7884,0000,03,3,2000,198605,1,11,046000000,1,01,202506,8,7,01,0,06,14374497,7748962,7748962,Z99Z,AVE LOMAS VERDES KM 6 8 GAUYNABO
660256735,CASA MANRESA INC,,PO BOX 1319,AIBONITO,PR,00705-1319,0000,03,3,1000,202506,1,15,000000000,1,01,,5,5,01,0,12,,,,P20,
660258767,CARIBBEAN CONSOLIDATED SCHOOLS INC,% CARIBBEAN CONSOLIDATED SCHOOL,PO BOX 70177,SAN JUAN,PR,00936-8177,0000,03,3,2000,200509,1,11,998000000,1,01,202506,8,8,01,0,06,14084352,11192660,11123741,B25,
660258919,RYDER MEMORIAL HOSPITAL INC,% WANDA L BAARRETO MARTINEZ,PO BOX 859,HUMACAO,PR,00792-0859,0000,03,3,1280,196906,1,12,161180150,1,01,202412,8,9,01,0,12,40072752,50553382,50553382,E220,
660259184,UNITED STATES POWER SQUADRONS,% EDIBERTO QUINONES,N37 CALLE MALVA,PONCE,PR,00716-4010,1041,03,9,2000,194903,1,16,030000000,5,01,202512,0,0,02,0,12,0,0,0,,33 PONCE POWER SQUADRON
660259904,UNIVERSIDAD CENTRAL DE BAYAMON INC,,PO BOX 1725,BAYAMON,PR,00960-1725,0928,03,9,1000,197001,0,16,000000000,1,01,202506,8,8,01,0,06,24627022,11346644,11346644,,
660261624,PRIMERA IGLESIA BAUTISTA PLAYA PONCE,,PO BOX 7630,PONCE,PR,00732-7630,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660261701,LA CASA DEL LIBRO INC,% WILFREDO GEIGEL,PO BOX 9023544,SAN JUAN,PR,00902-3544,0000,03,3,2000,201409,1,15,059000000,1,01,202412,5,5,01,0,12,587464,518566,497619,A50,
660262723,ASOCIACION HECHO EN PUERTO RICO INC,% ASOCIACION HECHO EN PUERTO RICO I,PO BOX 363631,SAN JUAN,PR,00936-3631,0000,06,3,2000,201008,2,00,000000000,1,01,202502,6,6,01,0,02,1599755,2043250,2043250,S41,
660263752,ASOCIACION MARISTA DE PUERTO RICO INC,,ALTURAS DE TORRIMAR 6,GUYNABO,PR,00969-0000,0000,03,3,7000,201103,1,11,000000000,1,01,,0,0,13,0,06,,,,B20,
660264286,FUNDACION DE DESARROLLO COMUNAL DE P R INC,% FUNDACION DR DESARROLO COMUNAL DE,PO BOX 6300,CAGUAS,PR,00726-6300,0000,03,3,1000,198612,1,15,000000000,1,01,202506,6,6,01,0,06,4845897,1980603,1980603,L410,
660265077,SINDICATO PUERTORRIQUENO DE TRABAJADORES INC,% ROBERTO PAGAN,1018 AVE PONCE DE LEON,SAN JUAN,PR,00925-2906,0000,05,3,1000,202408,2,00,264000000,1,01,202006,6,6,01,0,06,3205556,3684630,3684630,J40,
660265391,PUERTO RICO LEGAL SERVICES INCORPORATED,% HADASSA SANTINI COLBERG ESQ,PO BOX 9134,SAN JUAN,PR,00908-0134,0000,03,3,1000,199203,1,15,462000000,1,01,202412,8,8,01,0,12,25682610,23330894,23330894,,
660265804,COLEGIO EVANGELICO CAPITAN CORREA INC,,PO BOX 142247,ARECIBO,PR,00614-2247,0000,03,3,2000,199203,1,11,046030000,1,01,,0,0,13,0,06,,,,,
660265919,PRIMERA INGLESIA DEL NAZARENO,,PO BOX 823,PONCE,PR,00780-0823,0000,03,3,7000,199211,1,10,001000000,1,01,,0,0,06,0,03,,,,,
660266453,COOPERATIVE DE AHORRO Y CREDITO DE BARRANQUITAS,% MIGUEL A ORTIZ,PO BOX 686,BARRANQUITAS,PR,00794-0686,0000,14,3,1000,198706,2,00,251000000,1,01,202512,9,8,01,0,12,522414628,33223285,33223285,,
660268234,ESPERANZA PARA LA VEJEZ INC,,URB VILLA CONTESSA DD-16 LOS MILLON,BAYAMON,PR,00956-0000,0000,03,3,1000,199807,1,15,515000000,1,01,202409,7,6,01,0,09,5327745,2556395,2556395,P20Z,
660269222,FONDOS UNIDOS DE PUERTO RICO INC,% SAMUEL GONZALEZ,PO BOX 191914,SAN JUAN,PR,00919-1914,0000,03,3,1000,197112,1,15,927318000,1,01,202412,8,7,01,0,12,13001632,8821151,8821151,T700,
660269594,FIDEICOMISO DE BALLETS DE SAN JUAN,% ORLANDO CARRERAS PADILLA,PO BOX 79769,CAROLINA,PR,00984-9769,0000,03,3,2000,201908,1,11,000000000,2,01,202506,4,5,01,0,06,253996,795603,795603,A63,
660269897,COOPERATIVA LA SAGRADA FAMILIA,,PO BOX 102,COROZAL,PR,00783-0102,0000,14,3,1000,200712,2,00,000000000,1,01,202412,9,8,01,0,12,331965436,21485686,21485686,W610,
660270259,COOPERATIVA DE CREDITO CABO ROJO,% KERWIN MORALES,CARR 100 KM 70 BO M,CABO ROJO,PR,00623-0000,0000,14,3,1000,200510,2,00,000000000,1,01,202512,9,8,01,0,12,349338092,23999125,23999125,W61,
660270533,AMERICAN LEGION,,PO BOX 163,ISABELA,PR,00662-0163,0925,19,9,1000,194603,1,00,907908000,5,01,202512,0,0,02,0,12,0,0,0,W30,POST 0068
660270553,AMERICAN LEGION,% TOMAS TORRES,CALLE VONAIRE,PONCE,PR,00716-0000,0925,19,9,1000,194603,1,00,907908000,5,01,202512,0,0,02,0,12,0,0,0,,125 LUIS PACHECO LESPIER
660270558,AMERICAN LEGION POST 0018 JUAN RUIZ CEBALLOS,,2 ST 21,RIO GRANDE,PR,00745-2939,0000,19,3,1000,202607,1,00,907908000,1,01,,0,0,02,0,12,,,,W30,18 JUAN RUIZ CEBALLOS
660270565,PUESTO 32 LEGION AMERICANA DISTRITO DE PUERTO RICO INC,,122 AVE DEL VETERANO,SAN GERMAN,PR,00683-4170,0000,19,3,1000,202507,1,00,907908000,1,01,202512,0,0,02,0,12,0,0,0,W30,
660270569,PUESTO 19 LEGION AMERICANA DE CAYEY PUESTO JOSE A GARCIA INC,,50 CALLE MANUEL CORCHADO,CAYEY,PR,00736-3835,0000,19,3,1000,202510,1,00,907908000,1,01,202512,0,0,02,0,12,0,0,0,W30,
660270592,AMERICAN LEGION,,14 CALLE ESPERANZA,ARROYO,PR,00714-0000,0925,19,9,1000,194603,1,00,907908000,5,01,202512,0,0,02,0,12,0,0,0,,POST 0069
660270594,LEGION AMERICANA PUESTO 48,,CALLE JUAN SANCHEZ,BAYAMON,PR,00960-0000,0000,19,3,1000,202508,2,00,907908000,1,01,202512,0,0,02,0,12,0,0,0,W30,
660270597,POST MONSERRATE PADILLA NO 47 INC OF THE AMERICAN LEGION INCORPORATE,% NELSON ORTIZ,9 CALLEJON FAS,CABO ROJO,PR,00623-4363,0000,19,3,1000,202508,1,00,907908000,1,01,202512,0,0,02,0,12,0,0,0,W30,
660271454,HARVEY FOUNDATION INC,% 1519 PONCE DE LEON,1519 PONCE DE LEON AVE,SAN JUAN,PR,00909-1732,0000,03,3,1000,196803,1,04,602040000,1,01,202512,6,4,00,1,12,3861442,447090,,,
660271958,COOPERATIVA DE AHORRO Y CREDITO MAUNABO,% CARLOS CRESPO,PO BOX 127,MAUNABO,PR,00707-0127,0000,14,3,1000,198907,2,00,250000000,1,01,202512,9,8,01,0,12,246568910,14698939,14698939,,
660272821,BALDWIN SCHOOL OF PUERTO RICO INC,,CARR 833 KM 131,GUAYNABO,PR,00960-0000,0000,03,3,2000,200008,1,11,046030000,1,01,202506,8,8,01,0,06,26595136,20591188,17830093,B20,
660273895,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,% VILMARY CARABALLO,PO BOX 33150,SAN JUAN,PR,00933-3150,0194,05,9,3000,194010,2,00,263264265,5,01,202506,6,4,01,0,06,1587218,278352,278352,,2408 AFGE VA LOCAL
660274483,PUERTO RICO HOSPITAL ASSOCIATION,,120 CALLE 2 STE 101,SAN JUAN,PR,00927-5302,0000,06,3,2000,201405,2,00,000000000,1,01,202412,6,6,01,0,12,4565145,2385941,2385941,E99,
660274872,IGLESIA CRISTIANA DISCIPULOS DE CRISTO,,PO BOX 4255,BAYAMON,PR,00958-1255,0000,03,3,1700,202512,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660276355,ASPIRA INC DE PUERTO RICO,,PO BOX 29132,SAN JUAN,PR,00929-0132,0000,03,3,1200,197703,1,15,059149349,1,01,202506,7,7,01,0,06,8626590,7803052,7803052,,
660276597,CASA LA PROVIDENCIA INC,% LOURDES MORAN,PO BOX 902061,SAN JUAN,PR,00902-0000,0000,03,3,1000,200503,1,15,000000000,1,01,202506,3,4,01,0,06,61328,424132,424132,F22,
660277132,EDP UNIVERSITY OF PUERTO RICO INC,,PO BOX 192303,SAN JUAN,PR,00919-2303,0000,03,3,2000,200907,1,11,000000000,1,01,202506,9,9,01,0,06,60486012,55733287,55733287,B40,
660277396,CENTROS SOR ISOLINA FERRE INC,% ELIZABETH MORALES,PO BOX 7313,PONCE,PR,00732-7313,0000,03,3,1000,198808,1,15,566000000,1,01,202506,8,8,01,0,06,25957842,30668210,30668210,P840,
660288581,PUERTO RICO CONSERVATION TRUST,,PO BOX 9023554,SAN JUAN,PR,00902-3554,0000,03,3,1000,196912,1,17,602561000,2,01,202412,9,8,01,0,12,663918143,27552669,21417171,C300,
660290927,HTAS DE LOS ANCIANOS DESAMPARADOS HOGAR STA TERESA JORNET DE CUPEY,% SOR MARIA BLANCA BRAVO,181 CALLE TERESA JORNET,SAN JUAN,PR,00926-7542,0000,03,3,1000,201604,1,15,000000000,2,01,202412,6,6,01,0,12,1480130,2213748,2213748,P20,
660292961,MED CENTRO INC,% JAVIER RUBERTE ROSADO,PO BOX 220,MERCEDITA,PR,00715-0220,0000,03,3,1000,198506,1,12,154000000,1,01,202412,9,9,01,0,12,156153146,161650122,161650122,,FRANCISCO J BAYANILLA
660307031,EL INSTITUTO DE ORIENTACION Y TERAPIA FAMILIAR,% ROSA L RAMIREZ,PO BOX 6994,CAGUAS,PR,00726-6994,0000,03,3,1200,200305,1,15,000000000,1,01,202506,3,4,01,0,06,78530,303176,303176,P40,
660309248,HERMANITAS DE LOS ANCIANOS DESAMPARADOS INC,% SOR YOLANDA CUETO,AVE PONCE DE LEON 205 PA,SAN JUAN,PR,00901-0000,0000,03,3,1000,201511,1,15,153382575,1,01,202512,6,6,01,0,12,2635947,1886950,1886950,P80,HOGAR NTRA SRA DE LA PROVIDENCIA
